Babs,25
Carla,20
(nameless),40
Dinah,40
Emma,60
Freda,40
Gilda,55
Harriet,35
Ivy,15
Jean,65
Karen,45
Lucy,35
Mary,15
Nadine,25
(nameless),35
Olive,55
Polly,50
Rose,50
Shirley,55
Trix,65
Virginia,35
Wendy,40
Wendy(-)1,5
Wendy(-)2,5
(nameless),20
Agness,40
Bess,90
(nameless),25
Carmen,45
(nameless),20
Elaine,35
Della,40
(nameless),30
Faye,55
(nameless),20
Gloria,45
Hester,35
Irma,20
(nameless),15
Judy,55
(nameless),25
Kit,45
Lola,65
Mamie,25
Nina,25
Ora,40
Phyllis,30
Rita,30
Susan,50
Tess,60
Viola,30
Winnie,40
Alice,15
Betty,20
Cora,25
Doris,20
Elsie,20
Flossie,35
Grace,45
Helen,40
Ida,40
June,40
Kathy,80
Lorna,15
Marie,35
Nancy,15
Olga,15
Ruby,25
Sally,40
Tilda,45
Violet,20
(nameless),10
Wilda,45
(nameless),25
Anita,20
Billie,30
Clara,30
Dot,65
Ellen,10
Fran,40
Georgia,30
Hope,40
Iris,15
Joan,15
Kate,20
Louise,45
Nora,15
Opal,40
(nameless),20
Patsy,40
Ruth,25
(nameless),10
Sarah,15
Thelma,20
Vera,5
Wanda,25
Amy,40
Carla,35
Babe,35
(nameless),15
Dinah,60
Emma,50
(nameless),40
Freda,45
(nameless),15
Gilda,50
(nameless),20
Harriet,45
Harriet(-)1,5
Jean,85
Ivy,25
Kim,25
Mary,40
Nadine,20
Lucy,50
Olive,50
Polly,25
Rose,35
Shirley,55
Trix,65
Virginia,30
Wendy,65
Agnes,35
Bess,50
Carmen,45
Della,45
Elaine,35
Faye,55
Gloria,15
(nameless),15
Hester,40
Irma,50
Judy,55
Kit,40
Lola,25
Mamie,20
Nina,15
(nameless),60
Ora,25
Phyllis,20
Rita,45
(nameless),15
Susan,30
Tess,35
Viola,20
Winnie,50
Betty,55
Alice,50
Cora,50
(nameless),45
Doris,30
Elsie,45
Flossie,50
(nameless),20
Grace,30
Helen,55
Ida,35
June,50
(nameless),40
Kathy,55
(nameless),15
Lorna,40
(nameless),25
Marie,25
(nameless),15
Nancy,40
Olga,20
(nameless),40
Pamela,30
(nameless),25
Ruby,50
Sally,30
Therese,45
Violet,50
Wilda,25
(nameless),25
Anita,30
(nameless),10
Billie,55
Clara,45
(nameless),30
Dot,50
(nameless),15
Ellen,35
Fran,35
Georgia,65
(nameless),10
Hope,40
(nameless),55
Iris,35
Louise,40
Kate,25
Joan,40
(nameless),15
Marge,30
(nameless),15
Nora,25
Nora(-)1,5
Opal,85
Patsy,20
Ruth,40
Thelma,25
Vera,20
(nameless),10
Sarah,40
Wanda,45
(nameless),50
Amy,50
(nameless),50
Babe,20
Carla,45
Dinah,60
Emma,40
Freda,25
Gilda,50
Gilda(-)1,5
Harriet,40
Ivy,20
(nameless),50
Jean,60
Kim,55
(nameless),50
Lucy,30
Mary,75
Nadine,40
Nadine(-)1,5
Olive,20
(nameless),60
Polly,60
Rose,40
(nameless),15
Shirley,40
(nameless),15
Trix,45
Virginia,10
Wendy,55
Wendy(-)1,5
Agnes,65
Bess,50
(nameless),40
Della,65
Carmen,45
Elaine,40
Faye,45
(nameless),20
Gloria,55
Hester,20
Irma,40
Judy,60
Kit,45
Lola,35
Mamie,65
Nina,55
Ora,45
Phyllis,35
(nameless),15
Rita,20
Susan,50
Tess,25
(nameless),30
Viola,50
(nameless),20
Winnie,30
Alice,25
Betty,30
Cora,50
Doris,25
(nameless),120
Elsie,65
(nameless),20
Flossie,55
Grace,45
(nameless),10
Helen,35
Ida,45
June,50
Kathy,35
(nameless),25
Lorna,35
(nameless),15
Marie,20
Nancy,40
(nameless),75
Pamela,25
Olga,45
Olga(-)1,5
Ruby,40
(nameless),55
Sally,20
(nameless),105
(nameless)(-)1,5
(nameless),15
Therese,15
Violet,30
Wilda,50
Anita,40
(nameless),50
Billie,45
(nameless),25
Clara,40
(nameless),25
Fran,40
Ellen,15
(nameless),10
Georgia,35
(nameless),70
Hope,50
(nameless),65
Iris,30
(nameless),20
Joan,40
Kate,55
(nameless),20
Louise,25
Marge,55
Nora,15
Opal,30
Patsy,35
Ruth,20
(nameless),15
Sarah,30
Thelma,40
(nameless),20
Vera,60
Wanda,50
Amy,35
Babe,40
(nameless),15
Carla,25
Dinah,35
Emma,25
Freda,40
(nameless),20
Gilda,30
Harriet,35
Ivy,30
Kim,25
Jean,40
Lucy,45
Lucy(-)1,10
Mary,25
Nadine,35
Olive,70
Polly,50
(nameless),10
Rose,40
Shirley,35
Trix,65
(nameless),45
Virginia,35
Wendy,40
Agnes,50
(nameless),35
Bess,40
Carmen,25
Della,30
(nameless),20
Elaine,35
Faye(Gloria),30
Faye(Gloria)(-)1,20
(nameless),55
Hester,25
(nameless),35
Irma,40
Judy,20
(nameless),45
Kit,35
(nameless),50
Lola,40
Mamie,15
Nina,25
(nameless),15
Ora,30
(nameless),105
Susan,50
(nameless),20
Phyllis,40
Tess,60
Viola,35
(nameless),35
Winnie,35
Alice,50
Betty,50
Cora,35
Doris,20
Elsie,30
(nameless),35
Flossie,45
Grace,20
Helen,30
(nameless),20
Ida,45
Kathy,35
Lorna,15
Marie,35
Nancy,35
Olga,40
Pamela,35
Ruby,30
Sally,30
Therese,40
Violet,30
Wilda,35
Anita,25
Billie,35
Dot,40
Clara,15
Ellen,55
Fran,30
Georgia,40
Iris,60
Hope,20
(nameless),35
Joan,25
Joan(-)1,10
Kate,30
(nameless),40
Louise,40
Marge,25
(nameless),15
Nora,40
Opal,35
Patsy,45
Ruth,40
(nameless),25
Sarah,10
Thelma,15
Vera,45
(nameless),60
Wanda,20
Amy,30
Babe,35
Carla,30
(nameless),15
Dinah,35
Emma,25
Freda,25
Gilda,65
(nameless),15
Harriet,25
Jean,25
Ivy,30
Kim,25
(nameless),25
Lucy,25
Mary,45
Mary(-)1,5
Mary(-)2,30
(nameless),30
Nadine,15
(nameless),20
Polly,45
Rose,25
(nameless),25
Shirley,35
(nameless),20
Virginia,25
(nameless),10
Wendy,30
Agnes,40
Bess,30
Carmen,30
Della,30
Elaine,35
Faye,25
Gloria,35
Hester,20
Irma,45
Judy,20
Kit,25
Lola,30
(nameless),60
Mamie,25
Nina,40
(nameless),25
Ora,35
(nameless),30
(nameless)(-)1,10
Phyllis,30
Rita,35
(nameless),15
Susan,40
(nameless),20
Tess,40
Viola,15
(nameless),25
Winnie,20
Alice,25
Betty,35
Cora,30
Doris,30
Elsie,25
Flossie,35
Grace,45
Helen,15
Ida,30
June,35
(nameless),30
Kathy,25
(nameless),35
Lorna,15
Marie,55
Nancy,35
Olga,65
Pamela,65
(nameless),25
Ruby,55
Sally,45
Therese,50
Violet,30
Anita,20
Wilda,15
Billie,40
Billie(-)1,10
Clara,20
Dot,35
Ellen,20
Fran,50
Georgia,25
Georgia(-)1,15
Iris,75
Hope,20
Joan,30
Louise,45
Marge,35
Nora,25
Opal,15
(nameless),15
Patsy,15
(nameless),55
Ruth,45
(nameless),15
(nameless)(-)1,5
Sarah,40
Thelma,35
Vera,40
Wanda,35
(nameless),60
Amy,50
Amy(-)1,5
Amy(-)2,5
Amy(-)3,5
(nameless),35
Carla,25
Babe,50
Dinah,60
Emma,35
Freda,20
Gilda,35
(nameless),35
Harriet,25
Ivy,35
Jean,20
Kim,50
Lucy,55
Mary,60
Nadine,30
Olive,45
Polly,45
Rose,15
(nameless),15
Shirley,25
(nameless),20
Trix,60
Wendy,55
Virginia,50
Agnes,35
(nameless),20
Bess,20
Carmen,45
Della,20
(nameless),30
Elaine,35
Faye,60
Gloria,40
Hester,15
(nameless),30
Judy,35
Irma,25
(nameless),20
Kit,35
Lola,45
Mamie,25
Nina,45
(nameless),25
Ora,30
(nameless),30
Phyllis,35
Rita,55
(nameless),20
Tess,35
(nameless),30
Viola,45
Winnie,15
(nameless),25
Alice,65
Bess,30
Cecil,50
Dot,35
(nameless),75
Ellis,40
Faye,30
(nameless),20
Hope,40
Gordon,25
(nameless),80
Irving,50
(nameless),25
Judy,45
(nameless),30
Ken,30
Lola,30
Mac,55
Nancy,25
Owen,45
Pamela,10
Sarah,60
Roger,25
Tip,65
(nameless),20
Vera,30
Vera(-)1,15
Wayne,25
(nameless),15
Abby,55
Ben,20
(nameless),45
Carmen,20
Dom,55
Ellen,50
Forrest,35
Georgia,25
Herbert,30
(nameless),20
Ida,40
(nameless),25
Joe,30
Kim,35
Lex,55
Marge,40
(nameless),25
Norris,30
(nameless),65
Orchid,25
Ruth,30
Percy,30
Sperry,35
Thelma,25
Vernon,30
Wynne,50
Alex,20
Betty,50
Cary,25
(nameless),20
Dinah,25
Ed,30
Freda,30
Gerald,25
Gerald(-)1,10
Holly,40
Ike,45
June,30
Kelly,35
Lynn,30
Maury,35
(nameless),45
Ogden,30
Phyllis,25
Roy,35
(nameless),20
Susan,30
Vanessa,35
Warren,30
Thad,40
Agnes,50
Bill,30
Clara,35
Doyle,25
(nameless),10
Elsie,45
(nameless),15
Fabian,25
Gay,40
(nameless),20
Hazen,45
Irma,45
Jeff,25
Kit,40
Kit(-)1,10
Lee,30
Mimie,45
Nelson,55
Odessa,25
Pat,35
Ruby,40
Tess,30
Skip,20
Val,15
Winona,40
Andy,35
Andy(-)1,20
Bess,60
Cecil,75
Dot,35
Ellis,55
Faye,65
Gordon,60
Hope,15
Judy,55
Irving,45
Ken,50
Lola,25
(nameless),20
Mac,40
Nancy,40
(nameless),40
Owen,55
Pamela,65
Roger,15
Sarah,15
Tip,25
Vera,40
Wayne,25
Abby,85
Carmen,20
Ben,20
Dom,35
Ellen,45
Forrest,40
Georgia,15
(nameless),15
Herbert,20
Ida,20
Joe,20
Kim,15
Lex,30
(nameless),10
Marge,35
Norris,15
Orchid,40
Percy,30
(nameless),20
Ruth,20
Sperry,15
Thelma,15
(nameless),10
Vernon,15
Wynne,35
Alex,15
Alex(-)1,15
Betty,20
Cary,50
Dinah,35
Ed,40
Freda,45
(nameless),45
Gerald,30
Holly,35
Holly(-)1,10
(nameless),25
Ike,45
June,25
Kelly,30
Lynn,20
Nina,30
Maury,15
Ogden,15
Susan,15
Roy,15
Phyllis,15
Thad,30
(nameless),10
Vanessa,40
Warren,50
(nameless),10
Agnes,35
Bill,60
Clara,35
Doyle,35
Fabian,45
Elsie,10
(nameless),45
Gay,40
(nameless),40
Hal,45
Irma,50
(nameless),50
Jeff,55
Kit,50
(nameless),30
Lee,25
Mimie,25
Nelson,40
(nameless),50
Odessa,45
Pat,35
Ruby,25
Skip,40
Tess,35
(nameless),15
Val,25
Winona,20
Andy,25
Brendan,40
(nameless),10
Cecil,25
Dot,45
Ellis,30
Faye,40
Gordon,25
Irving,25
Hope,35
Judy,30
(nameless),15
Ken,35
Mac,55
Lola,35
Nancy,30
(nameless),10
Owen,45
Peggy,55
Roger,30
(nameless),30
Sarah,35
(nameless)(-)1,5
Georgette,30
(nameless),10
(nameless)(-)1,10
Tip,50
Vera,75
Wayne,90
(nameless),25
Abby,40
Ben,60
Carmen,35
Dom,25
Ellen,45
Forrest,30
Georgia,25
Herbert,25
Ida,35
Joe,30
Kim,55
(nameless),15
Lex,25
Marge,55
Norris,45
Orchid,20
Percy,15
Ruth,15
(nameless),10
Sperry,30
Thelma,40
Vernon,25
Wynne,45
Alex,35
Betty,35
(nameless),20
Cary,45
(nameless),15
Dinah,50
Gerald,40
(nameless),15
Freda,60
Holly,55
Ian,45
Peke,30
June,15
Kelly,40
Lynn,50
Maury,30
Nina,40
Ogden,10
Phyllis,40
Roy,45
Susan,20
(nameless),10
Thad,30
Vanessa,15
(nameless),25
Warren,30
Agnes,25
(nameless),30
Bill,20
Clara,40
(nameless),45
Doyle,40
Fabian,45
Elsie,20
Gay,10
Uleki,30
Hal,40
Irma,25
Jeff,20
Kit,15
Mimie,25
Lee,25
(nameless),30
Nelson,35
(nameless),15
Odessa,45
(nameless),15
Pat,30
Ruby,35
Tess,25
Skip,40
Val,20
Winona,15
(nameless),10
Andy,50
Brenda,30
Cecil,20
Dot,35
Ellis,25
(nameless),10
Faye,25
Gordon,35
Hope,35
Irving,20
Judy,35
Ken,45
(nameless),10
Mac,35
(nameless),15
Owen,40
Nancy,25
Peggy,15
(nameless),60
Roger,25
(nameless),15
Sarah,30
Sarah(-)1,15
Tip,25
Vera,30
Wayne,20
Angela,50
Brian,20
Collen,30
Dan,25
Elsie,35
Forrest,35
Hunt,30
Irma,50
(nameless),20
Jack,25
Koryn,25
Lewis,25
Marian,30
(nameless),45
Nathan,30
(nameless),15
Ofelia,40
Percy,40
Robyn,40
(nameless),35
Steve,45
(nameless),15
Tasha,25
Vernon,55
Winona,30
Yancy,50
Aka,10
Zola,30
Becky,30
Abe,40
Cecil,15
Dot,20
Dot(-)1,15
Dot(-)2,10
Ed,45
Flo,40
Gene,40
Hattie,40
Ira,10
Jeana,15
Kyle,40
Lola,15
Mike,50
Nell,15
Owen,55
Page,45
Russ,45
Sharon,40
Tim,30
Vanessa,25
Walt,50
Yunya,25
(nameless),25
Zeke,30
Amy,25
Brendan,25
Brendan(-)1,15
Caitlin,40
Doug,15
Ellie,40
Fred,30
Gladys,40
(nameless),25
Harry,20
Ivy,40
Joel,25
Kinna,30
Mireille,65
Luke,30
Nat,80
Orchid,50
Pat,35
Ruth,60
Seth,60
Thelma,35
Verne,35
Wilda,25
Yuri,45
Zelda,30
Axel,40
Ekeka,25
Bobbie,40
Chuck,35
Deanna,20
Eli,25
Faye,15
Gary,30
Helen,15
Irving,25
Janis,40
Kent,60
Lois,45
Mark,20
Nina,20
Omar,70
Polly,25
Polly(-)1,10
Ryan,50
Sibyl,60
Ted,45
(nameless),15
Val,30
Ward,45
Yvette,50
Zack,25
Angela,40
Brian,35
Colleen,50
Dan,45
Elsie,45
Farrest,10
Gay,65
Hunt,30
Irma,35
(nameless),25
Koryn,55
(nameless),15
Lewis,25
Marian,15
Nathan,30
Ofelia,20
Percy,20
Robyn,50
Steve,35
Tasha,35
Keoni,45
Vernon,35
Winona,30
Yancy,30
Zola,25
Abe,25
Becky,25
Dot,25
Cecil,25
Ed,40
Flo,40
Gene,15
(nameless),15
Hattie,30
Ira,35
Jeana,25
Kyle,25
Lola,35
Manny,45
Nell,25
Owen,40
Page,30
Russ,30
Russ(-)1,15
Sharon,15
(nameless),15
Tim,30
Vanessa,15
Walt,60
Yunya,15
Zeke,35
(nameless),40
Amy,25
Brendan,35
Caitlin,20
Dous,50
Ellie,45
Li,20
Fred,50
Gladys,55
Harry,20
Ivy,35
John,45
Joel,25
Kinna,35
Luke,35
Melissa,35
Nat,30
Orchid,60
Pat,35
Ruth,15
Seth,50
Noname,45
Verne,70
Wilda,55
Yuri,20
Zelda,45
Axel,45
Bobbie,40
Chuck,30
Deanna,35
Faye,35
Gary,25
Helen,25
Irving,15
Janis,35
Lois,25
Kent,30
Mark,15
Nina,25
Oscar,30
Polly,30
Ryan,40
Sibyl,30
Ted,25
Val,25
Ward,30
Yvette,20
Zack,35
Angela,50
Brian,15
(nameless),35
Dan,25
(nameless),15
ANN,40
BART,40
CAM,30
DAN,30
EVE,30
FRANKIE,20
GLORIA,30
HERB,50
JOY,25
KIRK,50
LISA,15
(nameless),20
NIKI,25
ORSON,50
PIPER,15
SALLY,20
(nameless),15
VIOLET,50
TOM,30
WILLIE,30
YATES,35
ZANE,40
BETH,20
ABEL,35
CARLO,25
(nameless),10
DALE,35
ERNIE,45
FERN,30
HANNAH,10
ISA,55
JIMMY,20
KELLY,20
LEVI,25
MARIE,25
NESTOR,30
OPAL,30
PEPER,30
ROSIE,45
SCOTT,30
TINA,45
VICTOR,20
WINNIE,50
WINNIE(-)1,10
YULE,20
ZITA,15
AMBER,40
BING,40
CASS,15
OLIWA,50
DAVID,35
FRITZ,20
GINGER,30
IVAN,50
JOAN,45
KETTH,40
LINDA,10
MORT,25
(nameless),45
NICHOLE,15
(nameless),15
OTTO,20
PENNY,25
(nameless),10
REX,60
(nameless),25
STELLA,20
TODD,20
VICKI,25
WALDO,15
YANNI,20
(nameless),20
ZEB,35
BABS,45
CHIP,15
DAWN,10
ELVIS,10
(nameless),10
FAITH,20
IRIS,10
KATE,35
LEO,25
MAGGIE,35
(nameless),60
NEIL,25
(nameless),20
OLGA,30
PAUL,30
RACHEL,20
SAM,35
TANYA,20
Dora,15
VIRGIL,15
WENDY,25
YORK,25
ZIA,15
ANN,25
BART,30
CAM,15
DAN,30
EVE,15
FRANKIE,15
GLORIA,15
(nameless),20
Damrey,35
Longwang,15
(nameless),30
Kirogi,30
Kai-tak,40
(nameless),40
Tembin,25
Bolaven,35
Chanchu,10
Jelawat,45
Ewiniar,40
Bilis,35
Kaemi,10
Prapiroon,25
Maria,20
Saomai,60
Bopha,25
Wukong,20
Sonamu,20
Shanshan,30
(nameless),25
Yagi,25
Xangsane,30
Bebinca,30
Rumbia,40
Soulik,30
Cimaron,25
Chebi,25
Durian,20
Utor,30
Trami,20
Kong-rey,35
Yutu,20
Toraji,35
(nameless),30
Man-yi,35
Usagi,10
Pabuk,40
(nameless),20
Wutip,35
Sepat,20
Fitow,65
Danas,40
Nari,65
Vipa,20
Francisco,35
Lekima,40
Krosa,25
Haiyan,30
Podul,45
Lingling,30
(nameless),45
Kajiki,25
Faxai,50
Tapah,20
Mitag,40
(nameless),20
Hagibis,30
(nameless),10
Noguri,25
Rammasun,35
Chataan,60
Halong,40
Nakri,25
Fengshen,60
(nameless),15
Fung-wong,35
Kalmaegi,5
Kammuri,20
Phanfone,45
Vongfong,20
Rusa,45
Sinlaku,45
Ele,50
Hagupit,25
Changmi,15
Mekkhala,25
Higos,30
Bavi,25
Maysak,15
Huko,20
Haishen,25
Pongsona,35
Yanyan,25
Kujira,65
(nameless),15
Chan-hom,40
Linfa,30
Nangka,25
Soudelor,40
Koni,35
Imbudo,40
Morakot,20
Etau,35
Krovanh,50
Vamco,10
(nameless),10
Dujuan,30
Maemi,40
Choi-wan,30
Koppu,35
(nameless),15
Ketsana,40
Parma,55
Melor,35
Nepartak,35
Lupit,55
(nameless),75
Sudal,65
Nida,35
(nameless),15
Omais,25
Conson,30
Chanthu,25
Dianmu,45
Mindule,55
Tingting,40
Kompasu,25
Namthcun,45
(nameless),5
Malou,15
Meranti,40
Rananim,40
Malakas,25
Megi,30
Chaba,55
Aere,40
(nameless),15
Songda,55
Sarika,20
Haima,25
Meari,55
Ma-on,30
Tokage,40
Nock-ten,55
Muifa,45
Merbok,10
Nanmadol,30
Talas,45
Noru,25
Kulap,25
Roke,30
Sonca,35
Nesat,50
Haitang,45
Nalgae,40
Banyan,35
Washi,15
Matsa,40
Sanvu,25
Mawar,50
Guchol,30
Talim,35
Nabi,45
Khanun,35
Vicente,20
Saola,40
Damrey,35
Longwang,35
Kirogi,45
Kai-tak,25
Tembin,25
Bolaven,30
(nameless),35
Chanchu,50
Jelawat,20
Ewiniar,55
(nameless),10
Bilis,40
Kaemi,50
Prapiroon,35
Maria,45
Saomai,30
Bopha,25
Wukong,40
Sonamu,15
(nameless),15
Ioke,75
Shanshan,45
(nameless),15
Yagi,45
(nameless),20
Xangsane,35
Bebinca,35
Rumbia,20
Soulik,40
Cimaron,55
Chebi,30
Durian,45
Utor,35
Trami,25
Kong-rey,30
Yutu,35
Toraji,15
Man-yi,45
Usagi,35
(nameless),30
Pabuk,30
Wutip,15
Sepat,50
Fitow,50
Danas,30
Nari,30
Wipha,25
Francisco,20
Lekima,25
Krosa,40
Haiyan,20
Podul,20
Lingling,15
Kajiki,20
Faxai,15
Peipah,40
Tapah,10
Mitag,35
Hagibis,40
(nameless),15
Neoguri,25
Rammasun,30
Matmo,15
Halong,30
Nakri,40
Fengshen,40
Kalmaegi,40
Fung-wong,35
Kammuri,20
Phanfone,10
Vongfong,20
Nuri,25
(nameless),15
Sinlaku,60
Hagupit,35
Jangmi,50
Mekkhala,15
Higos,35
(nameless),10
Bavi,15
Maysak,35
Haishen,15
Noul,15
Dolphin,35
Kujira,30
Chan-hom,45
Linfa,35
Nangka,20
Soudelor,15
(nameless),10
Molave,20
Goni,40
Morakot,45
Etau,30
Vamco,40
Krovanh,25
Dujuan,35
Mujigae,15
Choi-wan,40
Koppu,15
Ketsana,25
(nameless),15
Parma,70
Melor,40
Nepartak,25
Lupit,60
(nameless),15
Mirinae,35
(nameless),20
Nida,45
Omais,20
Conson,30
Chanthu,30
(nameless),10
Dianmu,25
Mindulle,15
Lionrock,35
Kompasu,30
Namtheun,15
Malou,40
Meranti,30
Fanapi,30
Malakas,25
(nameless),25
Megi,50
(nameless),10
Chaba,35
(nameless),30
Aere,30
Songda,50
(nameless),10
Sarika,10
Haima,40
Meari,30
Ma-on,55
Tokage,10
Nock-ten,30
Muifa,55
Merbok,30
(nameless),15
Nanmadol,45
Talas,55
Noru,20
Kulap,25
Roke,55
Sonca,25
Nesat,35
Haitang,15
Nalgae,40
Banyan,25
(nameless),20
Washi,25
(nameless),30
Pakhar,30
Sanvu,35
Mawar,30
Guchol,50
Talim,20
Doksuri,25
Khanun,25
Vicente,30
Saola,40
Damrey,35
Haikui,40
Kirogi,30
Kai-tak,30
Tembin,60
Bolaven,50
Sanba,40
Jelawat,50
Ewiniar,30
Maliksi,25
Gaemi,35
Prapiroon,60
Maria,30
Son-tinh,35
(nameless),20
Bopha,60
Wukong,25
Sonamu,35
Shanshan,25
Yagi,35
Leepi,25
Bebinca,20
Rumbia,25
Soulik,35
Cimaron,20
Jebi,25
Mangkhut,15
Utor,40
Trami,35
(nameless),10
Pewa,45
Unala,5
Kong-rey,25
Yutu,20
Toraji,20
Man-yi,25
Usagi,35
(nameless),10
Pabuk,35
Wutip,25
Sepat,20
Fitow,35
Danas,35
Nari,35
Wipha,30
Francisco,45
(nameless),25
Lekima,35
Krosa,35
(nameless),20
Haiyan,35
Podul,15
Lingling,10
Kajiki,15
Faxai,30
(nameless),10
Peipah,30
Tapah,25
Mitag,15
Hagibis,30
Neoguri,40
Rammasun,40
Matmo,40
Halong,70
Nakri,25
Genevieve,85
(nameless),15
Fengshen,25
(nameless),10
Kalmaegi,30
Fung-wong,35
