Kammuri,30
Phanfone,40
Vongfong,60
Nuri,35
Sinlaku,20
Hagupit,50
Jangmi,20
Mekkhala,30
Higos,25
Bavi,45
Maysak,50
Haishen,15
Noul,55
Dolphin,60
Kujira,25
Chan-hom,55
Linfa,35
Nangka,65
Halola,70
(nameless),15
Soudelor,55
Molave,30
Goni,55
Atsani,65
Kilo,90
Etau,25
Vamco,10
Krovanh,50
Dujuan,40
Mujigae,20
Choi-wan,40
Koppu,40
Champi,55
In-fa,40
Melor,30
(nameless),25
NEPARTAK,35
(nameless),10
LUPIT,15
MIRINAE,15
NIDA,20
OMAIS,35
CONSON,35
CHANTHU,25
DIANMU,20
MINDULLE,25
Lionrock,55
KOMPASU,15
Namtheun,25
Malou,10
MERANTI,35
RAI,15
MALAKAS,40
MEGI,30
CHABA,50
AERE,45
SONGDA,30
SARIKA,35
HAIMA,35
MEARI,35
MA-ON,20
(nameless),15
TOKAGE,20
NOCK-TEN,35
(nameless),25
MUIFA,30
MERBOK,25
NANMADOL,25
TALAS,15
NORU,85
KULAP,35
ROKE,15
SONCA,35
NESAT,35
HAITANG,35
NALGAE,30
BANYAN,30
HATO,30
PAKHAR,25
SANVU,40
MAWAR,25
GUCHOL,20
TALIM,55
DOKSURI,25
(nameless),25
KHANUN,25
LAN,35
SAOLA,30
DAMREY,25
HAIKUI,25
KIROGI,15
KAI-TAK,40
TEMBIN,30
BOLAVEN,20
SANBA,30
JELAWAT,35
(nameless),15
EWINIAR,50
MALIKSI,30
GAEMI,35
PRAPIROON,30
MARIA,55
SON-TINH,55
AMPIL,55
(nameless),15
WUKONG,25
JONGDARI,65
(nameless),15
SHANSHAN,40
YAGI,55
LEEPI,25
BEBINCA,65
HECTOR,65
RUMBIA,45
SOULIK,50
CIMARON,35
(nameless),30
JEBI,50
MANGKHUT,55
BARIJAT,30
TRAMI,55
KONG-REY,40
YUTU,55
TORAJI,10
MAN-YI,40
USAGI,40
(nameless),15
PABUK,20
(nameless),20
WUTIP,50
(nameless),15
SEPAT,20
(nameless),10
MUN,20
DANAS,40
NARI,25
WIPHA,35
FRANCISCO,35
LEKIMA,65
KROSA,50
BAILU,40
PODUL,25
LINGLING,45
KAJIKI,40
FAXAI,40
(nameless),20
PEIPAH,20
TAPAH,30
MITAG,40
HAGIBIS,40
NEOGURI,30
BUALOI,30
MATMO,15
HALONG,35
NAKRI,30
FENGSHEN,30
KALMAEGI,45
FUNG-WONG,25
KAMMURI,45
PHANFONE,40
