Carmen,49
Della,50
(nameless),10
Elaine,43
Faye,35
Gloria,33
Hester,27
Irma,23
Irma(-)1,4
(nameless),75
Judith,50
Judith(-)1,26
(nameless),39
Kitty,28
Lise,39
Madeline,23
(nameless),29
Nelly,29
(nameless),38
(nameless)(-)1,11
(nameless),61
Omilia,24
(nameless),42
Patricia,40
(nameless),45
Rena,27
Allyn,46
Betty,34
Camilla,34
(nameless),19
Doris,40
(nameless),20
Elsie,23
(nameless),39
Grace,38
Flossie,8
(nameless),49
Helene,10
(nameless),99
Ida(1)(2),52
(nameless),44
Ida(3),13
(nameless),43
Jane,35
Kezia,49
(nameless),9
Lucretia_Nancy,31
Missatha,33
(nameless),15
Ossia,44
(nameless),44
Petie,27
(nameless),38
Ruby,34
Clara,60
Billie,28
Delilah,29
Ellen,11
Fran,26
Georgia,37
Hope,36
Iris,66
Joan,45
(nameless),30
Kate,30
(nameless),97
Louise,41
(nameless),72
Marge,58
(nameless),18
Nora,32
(nameless),41
Ora,41
Pat,56
Ruth,42
Sarah,27
Thelma,23
Vera,23
Wanda,39
(nameless),25
Amy,65
Babs,26
Charlotte,24
Dinah,31
(nameless),12
Emma,35
(nameless),10
Freda,25
Gilda,39
Harriet,30
(nameless),13
Jeanne,13
Jeanne(-)1,27
Ivy,12
(nameless),18
Karen,47
(nameless),15
Lois,32
Mary,31
Mary(-)1,2
Nona,27
(nameless),56
Olive,25
(nameless),13
Polly,47
Rose,28
Trix,55
Shirley,13
Vae,30
Wilma,37
Agness,39
Bess,42
Carmen,38
Della,30
Della(-)1,3
Elaine,8
Faye,27
Gloria,26
(nameless),38
Hester,39
Irma,24
Judy,40
(nameless),47
Kit,48
(nameless),27
Lola,29
Mamie,39
Nina,80
(nameless),21
Ophelia,28
Phyllis,24
Rita,45
(nameless),25
Susan,32
Tess,49
(nameless),54
Viola,40
Winnie,22
Alice,46
Betty,34
(nameless),15
Cora,40
(nameless),97
Doris,56
(nameless),21
Elsie,32
(nameless),9
Flossie,23
(nameless),78
Helen,45
Grace,48
Grace(-)1,4
(nameless),49
Ida,29
(nameless),18
Kathy,48
(nameless),17
June,51
(nameless),20
Lorna,47
(nameless),11
Marie,46
(nameless),14
Nancy,29
(nameless),11
Olga,28
(nameless),20
Pamela,46
(nameless),16
Ruby,38
Sally,36
(nameless),19
Tilda,29
(nameless),25
Violet,31
(nameless),24
Wilda,39
Anita,54
Billie,40
(nameless),18
Clara,54
(nameless),11
Dot,17
Ellen,49
(nameless),26
Fran,23
Georgia,26
(nameless),21
Hope,66
(nameless),72
Iris,23
Iris(-)1,4
(nameless),31
Joan,35
(nameless),32
Kate,33
Louise,48
Marge,31
(nameless),43
Nora,38
Opal,31
(nameless),40
Patsy,38
Ruth,23
(nameless),10
Sarah,47
(nameless),21
Thelma,36
(nameless),47
Vera,17
(nameless),30
(nameless)(-)1,4
Wanda,46
Amy,15
(nameless),45
Babs,35
(nameless),23
Charlotte,31
Dinah,34
Emma,40
(nameless),29
Freda,50
Gilda,35
Harriet,36
Ivy,20
(nameless),16
Jean,46
Karen_Lucille,58
(nameless),13
Nadine,13
Olive,18
Polly,14
(nameless),41
Rose,37
Shirley,29
Trix,58
Virginia,42
(nameless),26
Wendy,27
(nameless),11
Agnes,55
(nameless),98
Bess,60
Della,52
Carmen,40
Elaine,26
Gloria,29
Faye,49
Hester,40
Irma,24
(nameless),23
Judy,46
Kit,54
Lola,53
Mamie,29
Ophelia,45
(nameless),6
Phyllis,52
(nameless),38
Rita,24
(nameless),24
Susan,24
Tess,31
Viola,39
Winnie,29
Betty,13
Alice,47
(nameless),17
Doris,34
(nameless),32
Elsie,23
(nameless),22
Flossie,34
(nameless),72
Grace,51
(nameless),57
Helen,45
June,8
Ida,36
(nameless),24
Kathy,35
Lorna,62
Marie,46
Nancy,24
(nameless),14
Pamela,19
Olga,34
(nameless),13
Ruby,12
Sally,53
Tilda,44
Violet,9
Wilda,11
Billie,46
(nameless),12
Ellen,58
Georgia,26
Hope,26
(nameless),10
Iris,19
Kate,15
Joan,30
Joan(-)1,10
Louise,39
Marge,8
Nora,12
Nora(-)1,27
Patsy,21
Sarah,37
Thelma,17
Vera,33
Amy,26
(nameless),9
Babs,25
Charlotte,51
Dinah,45
(nameless),11
Emma,59
(nameless),53
Freda,33
Gilda,39
Harriet,52
Ivy,26
Jean,16
Karen,24
Lucille,37
Nadine,42
Mary,63
Olive,41
(nameless),19
Polly,61
Rose,29
Shirley,39
(nameless),21
Trix,48
Trix(-)1,12
(nameless),24
Virginia,25
Wendy,24
Agnes,24
(nameless),23
Bess,60
Carmen,46
Della,61
Elaine,37
Faye,51
(nameless),27
Gloria,10
Hester,25
Irma,52
(nameless),39
Judy,35
(nameless),14
Kit,59
Lola,38
Mamie,45
Nina,38
(nameless),11
Ophelia,47
Phyllis,40
Rita,28
Susan,11
Tess,46
Alice,33
Betty,47
Betty(-)1,2
(nameless),66
Cora,24
(nameless),40
Doris,27
Doris(-)1,4
(nameless),11
Elsie,39
Flossie,35
Grace,37
Helen,59
Ida,22
June,30
(nameless),20
(nameless)(-)1,6
Kathy,26
(nameless),25
Lorna,39
(nameless),17
Marie,30
(nameless),12
Olga,29
Pamela,36
Nancy,46
Ruby,19
Sally,35
Tilda,53
Violet,37
(nameless),9
Wilda,14
(nameless),11
Anita,10
Billie,47
Clara,23
Dot,36
(nameless),18
Ellen,37
Fran,15
Georgia,52
Hope,54
(nameless),27
Iris,24
Joan,22
(nameless),14
Kate,40
Louise,37
Nora,47
Marge,8
(nameless),9
Opal,60
Patsy,29
Ruth,54
Sarah,48
Thelma,38
Vera,15
Wanda,47
Amy,52
(nameless),26
Babs,22
Carla,20
(nameless),34
Dinah,39
Emma,59
Freda,38
Gilda,52
Harriet,32
Ivy,12
Jean,64
Karen,45
Lucy,34
Mary,11
Nadine,24
(nameless),33
Olive,55
Polly,46
Rose,46
Shirley,54
Trix,64
Virginia,32
Wendy,38
Wendy(-)1,4
Wendy(-)2,3
(nameless),16
Agness,40
Bess,87
(nameless),24
Carmen,42
(nameless),17
Elaine,31
Della,38
(nameless),27
Faye,51
(nameless),16
Gloria,45
Hester,34
Irma,19
(nameless),12
Judy,51
(nameless),21
Kit,44
Lola,65
Mamie,23
Nina,24
Ora,36
Phyllis,27
Rita,29
Susan,46
Tess,58
Viola,28
Winnie,36
Alice,13
Betty,19
Cora,25
Doris,20
Elsie,19
Flossie,33
Grace,41
Helen,40
Ida,37
June,38
Kathy,76
Lorna,12
Marie,31
Nancy,12
Olga,15
Ruby,21
Sally,36
Tilda,45
Violet,16
(nameless),10
Wilda,41
(nameless),24
Anita,18
Billie,28
Clara,28
Dot,64
Ellen,10
Fran,40
Georgia,30
Hope,40
Iris,13
Joan,15
Kate,16
Louise,44
Nora,14
Opal,38
(nameless),19
Patsy,37
Ruth,24
(nameless),10
Sarah,11
Thelma,19
Vera,5
Wanda,24
Amy,36
Carla,35
Babe,35
(nameless),12
Dinah,57
Emma,46
(nameless),35
Freda,41
(nameless),12
Gilda,47
(nameless),19
Harriet,43
Harriet(-)1,2
Jean,84
Ivy,21
Kim,22
Mary,40
Nadine,20
Lucy,47
Olive,47
Polly,22
Rose,31
Shirley,51
Trix,63
Virginia,28
Wendy,61
Agnes,31
Bess,49
Carmen,42
Della,45
Elaine,35
Faye,54
Gloria,12
(nameless),13
Hester,39
Irma,50
Judy,55
Kit,40
Lola,25
Mamie,17
Nina,14
(nameless),56
Ora,21
Phyllis,18
Rita,41
(nameless),14
Susan,30
Tess,34
Viola,19
Winnie,46
Betty,54
Alice,48
Cora,48
(nameless),43
Doris,29
Elsie,44
Flossie,48
(nameless),18
Grace,28
Helen,51
Ida,34
June,46
(nameless),36
Kathy,55
(nameless),12
Lorna,37
(nameless),22
Marie,25
(nameless),13
Nancy,37
Olga,19
(nameless),38
Pamela,29
(nameless),25
Ruby,50
Sally,29
Therese,43
Violet,46
Wilda,21
(nameless),24
Anita,28
(nameless),8
Billie,53
Clara,42
(nameless),25
Dot,46
(nameless),13
Ellen,32
Fran,32
Georgia,61
(nameless),9
Hope,36
(nameless),49
Iris,32
Louise,36
Kate,25
Joan,38
(nameless),14
Marge,28
(nameless),14
Nora,25
Nora(-)1,4
Opal,85
Patsy,17
Ruth,36
Thelma,22
Vera,18
(nameless),10
Sarah,39
Wanda,43
(nameless),47
Amy,50
(nameless),43
Babe,20
Carla,41
Dinah,60
Emma,39
Freda,21
Gilda,50
Gilda(-)1,4
Harriet,37
Ivy,19
(nameless),45
Jean,58
Kim,55
(nameless),48
Lucy,26
Mary,75
Nadine,36
Nadine(-)1,2
Olive,19
(nameless),56
Polly,59
Rose,36
